app_name,category,reviewer_ratings,review_body
UPS Mobile,Business,5, They're always accurate with delivery information.
UPS Mobile,Business,5, Easy to use. Love it. No brains required to use. Clear. Concise instructions!
UPS Mobile,Business,1," Unresponsive buttons, have to log in every time. Switch apps and the whole thing freezes. I expect more from a company like UPS."
UPS Mobile,Business,5, I find this app to be very practical it keeps me up-to-date on tracking of my products that are being shipped to me and notifies me when they are delivered.
UPS Mobile,Business,4, Love that customers are notified expected dates of arrival. Wish delivery persons would ring the doorbell or knock so that we know there had been a delivery. They can also hide deliveries behind a post or something so that it's not in clear view from passersby.
UPS Mobile,Business,4, From time to time there are long lags in updates. Seems much more accurate than one of your major competitors.
UPS Mobile,Business,5, This app makes it so easy to keep up with when I can expect my packages!
UPS Mobile,Business,5, Always nice to know location of package and having a delivery window. Fantastic app!!
UPS Mobile,Business,5, Awesome app. Love it and so easy to navigate thru....its a must have app.
UPS Mobile,Business,5, I love being able to track my packages with my mobile phone I can relax knowing where it's at and when it's arriving UPS has done a great job with this site .
UPS Mobile,Business,5, Very nice being able to track how close the packages are to being delivered!
UPS Mobile,Business,5," Does exactly what I need, letting me know when to expect packages. I order plants, food and vegetable seeds online and don't want them exposed to extreme temperatures. This app helps me plan when I need to be home."
UPS Mobile,Business,5, Very helpful in tracking packages and making delivery changes if needed.
UPS Mobile,Business,5, Love it! I can track my packages kind of in real time!
UPS Mobile,Business,5," Pretty accurate, a little slow to update might be the internet."
UPS Mobile,Business,5, UPS app is Great! Convenient! Easy to Use! Keeps me informed! Excellent!
UPS Mobile,Business,5," Great app, interactive map allows you to track package progress!"
UPS Mobile,Business,5, The ability to follow the delivery by UPS is really appreciated! Thanks for the great service!
UPS Mobile,Business,5," Easy to use, accurate real-time results."
UPS Mobile,Business,1, Long time since automatic tracking has even worked. Always have to manually enter tracking to get package status.
UPS Mobile,Business,5, This makes it so easy to track my packages and change delivery options anytime. It is a time saver.
UPS Mobile,Business,5, Great app!!! Easy to use. Very accurate with delivery time info.
UPS Mobile,Business,5, Great tracking of packages. I like how it automatically picks up tracking numbers.
UPS Mobile,Business,5, I loved email notifications from UPS and it's only better with the app. Very reliable and convenient!
UPS Mobile,Business,5, Great for tracking your packages and where the courier is on the route.
UPS Mobile,Business,4, Very good app. It would be better if it allowed you to track all deliveries.
UPS Mobile,Business,4, This app performs as it is promoted to perform. It presents real-time data and the opportunity to modify pick-up and delivery parameters.
UPS Mobile,Business,5, Love knowing that my deliveries are on the way and also knowing that they have been delivered! I like that I can sign for delivery in the app without having to log into my computer.
UPS Mobile,Business,4, You have to pay to see the progress of your package on a map. Ither carriers do that for free!
UPS Mobile,Business,5," The UPS app is great, it alerts me to incoming deliveries, & is very flexible on the types of alerts."
UPS Mobile,Business,5, Very courteous and professional. A very positive form of information for the consumer.
UPS Mobile,Business,5," Great app to keep with your delivery, and also change your delivery time if need be."
UPS Mobile,Business,5, Great app. I like being able to see where the truck is with my delivery.
UPS Mobile,Business,5, The UPS app is great think I will keep it around for a awhile thanks. As always got things on time thanks UPS.
UPS Mobile,Business,5, I think the app is great tracking packages couldn't be any easier keep up the good work thanks
